pmc_id,title,hit_type,risk_class,context
9395270,TMEM158 promotes the proliferation and migration of glioma cells via STAT3 signaling in glioblastomas.,exact_alias,manual_high_priority_exact_alias_escc_context,"nial malignant tumor in adults and has high morbidity and high mortality. TMEM158 has been reported to promote the progression of solid tumors. However, its potential role in glioma is still unclear. Here, we found that TMEM158 expression in human glioma cells in the tumor core was significantly higher than that in noncancerous cells at the tumor edge using bioinformatics analysis. Cancer cells in patients with primary GBMs harbored sig"
9395270,TMEM158 promotes the proliferation and migration of glioma cells via STAT3 signaling in glioblastomas.,exact_alias,manual_high_priority_exact_alias_escc_context,"ma cells in the tumor core was significantly higher than that in noncancerous cells at the tumor edge using bioinformatics analysis. Cancer cells in patients with primary GBMs harbored significantly higher expression of TMEM158 than those in patients with WHO grade II or III gliomas. Interestingly, regardless of tumor grading, human glioma samples that were IDH1-wild-type (IDH1-WT) exhibited higher expression of TMEM158 than those with "
9395270,TMEM158 promotes the proliferation and migration of glioma cells via STAT3 signaling in glioblastomas.,ris1,manual_high_priority_exact_alias_escc_context,"onths vs. 4.0 months) than those treated with TMZ alone [ 3 ]. Therefore, additional targeted molecules that are important for glioma progression need to be discovered. Transmembrane protein 158 (TMEM158), also known as RIS1, P40BBP, BBP, and HBBP, a member of the TMEM family, was first confirmed as an upregulated candidate tumor suppressor gene during Ras-induced senescence in haploid fibroblasts infected with RAS V12 lentivirus [ 17 ]"
10102456,Illustrating the biological functions and diagnostic value of transmembrane protein family members in glioma.,exact_alias,exact_alias_non_escc_or_review_context,"re, many genes were associated with the content of immune cells, which revealed that transmembrane protein-related genes might influence the development and prognosis of glioma by regulating the immune microenvironment. TMEM158 was identified as the most important gene using the random forest method. The single-cell datasets consistently showed that TMEM158 was expressed in multiple malignant cells. Conclusion The expression of transmem"
10102456,Illustrating the biological functions and diagnostic value of transmembrane protein family members in glioma.,exact_alias,exact_alias_non_escc_or_review_context,ence the development and prognosis of glioma by regulating the immune microenvironment. TMEM158 was identified as the most important gene using the random forest method. The single-cell datasets consistently showed that TMEM158 was expressed in multiple malignant cells. Conclusion The expression of transmembrane protein-related genes is closely related to the immune status and prognosis of glioma patients by regulating tumor progression
10102456,Illustrating the biological functions and diagnostic value of transmembrane protein family members in glioma.,exact_alias,exact_alias_non_escc_or_review_context,e protein-related genes and immunity during glioma development lays the groundwork for future studies on the molecular mechanism and targeted therapy of glioma. Glioma transmembrane protein prognostic signature immunity TMEM158 pmc-status-qastatus 0 pmc-status-live yes pmc-status-embargo no pmc-status-released yes pmc-prop-open-access yes pmc-prop-olf no pmc-prop-manuscript no pmc-prop-legally-suppressed no pmc-prop-has-pdf yes pmc-prop
10102456,Illustrating the biological functions and diagnostic value of transmembrane protein family members in glioma.,exact_alias,exact_alias_non_escc_or_review_context,"ioma patients and could be used as an independent prognostic factor, providing new insights for exploring the molecular mechanisms and targeted treatments in this patient population. The random forest method showed that TMEM158 is a potential biomarker for diagnosing and treating glioma. Materials and methods Data retrieval and preprocessing First, HTSeq-FPKM gene expression data and relative clinical information were downloaded from Th"
10102456,Illustrating the biological functions and diagnostic value of transmembrane protein family members in glioma.,exact_alias,exact_alias_non_escc_or_review_context,"GGA-693, CGGA-325, and GSE16011 datasets ( 9 ). Finally, 22 transmembrane protein-related genes were obtained and 14 present in all four datasets (ANO1, TMEM17, TMEM25, TMEM45A, TMEM88, TMEM97, TMEM98, TMEM140, TMEM156, TMEM158, TMEM176A, TMEM43, TMEM116) ( 10 ). Identification of transmembrane proteins-related subtypes to validate the value of transmembrane proteins-related genes in glioma The R package “survival” was used to conduct t"
12530797,Research progress on TMEM proteins in cancer progression and chemoresistance (Review).,exact_alias,manual_high_priority_exact_alias_escc_context,"implicated in several types of cancer, including breast, ovarian, lung and thyroid cancer, where they regulate numerous cellular processes, including proliferation, migration, invasion and survival. Notably, TMEM45A and TMEM158 contribute to resistance to platinum-based chemotherapy by increasing the expression of proteins associated with hypoxic conditions and multidrug resistance. Additionally, epigenetic regulation, particularly prom"
12530797,Research progress on TMEM proteins in cancer progression and chemoresistance (Review).,exact_alias,manual_high_priority_exact_alias_escc_context,"cancer cell proliferation and enhance resistance to chemotherapy, highlighting its potential role in chemoresistance in breast cancer ( 13 - 15 ). Moreover, transmembrane proteins (TPs) such as transmembrane (TMEM) 45A, TMEM158, TMEM88, TMEM205 and TMEM16A have been identified as key mediators of chemoresistance in several types of cancer ( 4 , 5 , 13 , 14 ). These proteins regulate cell proliferation, inhibit apoptosis or modulate the "
12530797,Research progress on TMEM proteins in cancer progression and chemoresistance (Review).,exact_alias,manual_high_priority_exact_alias_escc_context,"ghlights its promise as an antiviral target. Given its diverse functions, TMEM140 may serve as a compelling candidate for further investigation, with implications for therapeutic strategies across a variety of diseases. TMEM158 TMEM158, located on chromosome 3p21.3, also known as BBP, Ras-induced senescence 1 protein, p40BBP and HBB, was initially recognized as an upregulated potential tumor suppressor gene in the context of Ras V12 len"
12530797,Research progress on TMEM proteins in cancer progression and chemoresistance (Review).,exact_alias,manual_high_priority_exact_alias_escc_context," its promise as an antiviral target. Given its diverse functions, TMEM140 may serve as a compelling candidate for further investigation, with implications for therapeutic strategies across a variety of diseases. TMEM158 TMEM158, located on chromosome 3p21.3, also known as BBP, Ras-induced senescence 1 protein, p40BBP and HBB, was initially recognized as an upregulated potential tumor suppressor gene in the context of Ras V12 lentiviral "
12530797,Research progress on TMEM proteins in cancer progression and chemoresistance (Review).,exact_alias,manual_high_priority_exact_alias_escc_context,"pelling candidate for further investigation, with implications for therapeutic strategies across a variety of diseases. TMEM158 TMEM158, located on chromosome 3p21.3, also known as BBP, Ras-induced senescence 1 protein, p40BBP and HBB, was initially recognized as an upregulated potential tumor suppressor gene in the context of Ras V12 lentiviral infection-induced senescence in fibroblasts ( 187 ). Li et al ( 188 ) have highlighted its k"
13053443,Integrative multimodal transcriptomics identifies a cancer-associated fibroblast membrane signature for predicting prognosis and therapeutic response in pancreatic ductal adenocarcinoma.,exact_alias,exact_alias_non_escc_or_review_context,"ted with responses to 33 anticancer agents and predicted enhanced benefit from anti–PD-L1 immunotherapy in the low-risk group. Multi-cohort validation confirmed the expression specificity of PaFMS genes, including PLAU, TMEM158, and TRIM59. Together, these findings reveal that myoCAF-c1 promotes angiogenesis and tumor progression, and establish PaFMS as a robust CAF membrane–based prognostic model in PDAC with potential utility for prec"
13053443,Integrative multimodal transcriptomics identifies a cancer-associated fibroblast membrane signature for predicting prognosis and therapeutic response in pancreatic ductal adenocarcinoma.,exact_alias,exact_alias_non_escc_or_review_context,"blasts, and myoCAF-c1 versus other fibroblasts—to derive a core PDAC myoCAF-c1 gene set. Cross-referencing this set with myoCAF-c1–enriched membrane genes yielded 33 definitive candidates, including CTSK , CD55 , SDC1 , TMEM158 , and TRIM59 (Fig. 4 A). Furthermore, PPI network revealed a dense interaction landscape among these PDAC myoCAF-c1 specific membrane proteins, with LUM serving as a hub node directly connected to multiple ECM-re"
13053443,Integrative multimodal transcriptomics identifies a cancer-associated fibroblast membrane signature for predicting prognosis and therapeutic response in pancreatic ductal adenocarcinoma.,exact_alias,exact_alias_non_escc_or_review_context,"ients for the construction of PaFMS model (Fig. 5 B, Table S5). Patients were stratified into high- and low-risk groups based on the median PaFMS risk score. Among the 11 model genes, PERP , PLAU , IGFBP3 , TRIM59 , and TMEM158 showed markedly higher expression in the high-risk group (Fig. 5 C). Survival analysis revealed that patients with high PaFMS scores had significantly worse outcomes (log-rank p < 0.0001), and time-dependent ROC "
13053443,Integrative multimodal transcriptomics identifies a cancer-associated fibroblast membrane signature for predicting prognosis and therapeutic response in pancreatic ductal adenocarcinoma.,exact_alias,exact_alias_non_escc_or_review_context," not only in the myoCAF-c1 subcluster but also in myoCAF-c2, apCAF-c1, and iCAF-c2 populations (Fig. 8 B). Building on this observation, we focused on four key genes with relatively high hazard ratios (Fig. 8 A)— PLAU , TMEM158 , TRIM59 , and IGFBP3 —and performed spatial transcriptomic analyses in two PDAC samples. The expression of these genes and PaFMS signature, spatially co-localized with myoCAF-c1 spatial regions, highlighting a s"
13053443,Integrative multimodal transcriptomics identifies a cancer-associated fibroblast membrane signature for predicting prognosis and therapeutic response in pancreatic ductal adenocarcinoma.,exact_alias,exact_alias_non_escc_or_review_context,"oCAF-c1 spatial regions (Fig. 8 C-D, S4B-E). At the protein level, expression of the four genes was assessed using data from the HPA database, although protein information for IGFBP3 was unavailable (Fig. 8 E). Notably, TMEM158 showed high expression in primary PDAC tissues, reduced levels in liver metastases, and was absent in adjacent normal pancreas (Fig. 8 E). Collectively, these results validate PaFMS signature genes across single-"
11983802,Single-cell transcriptomic analysis reveals prognosis-related stromal signatures that potentiate stratification of patients with extrahepatic cholangiocarcinoma.,exact_alias,exact_alias_non_escc_or_review_context,"ma in eCCA were composed of hematopoietic progenitor-like cells (HPLCs), fibroblasts (Fb), Schwann cells (Sch), endothelial cells and immune cells. Prognosis-associated stromal cell subpopulations included MKI67 + HPLC, TMEM158 + C3-Fb, FOXP3 + regulatory T cells (Treg), SLIT2 + Sch, TPSD1 + C2-mast cells (MC) and CTSG + C3-MC. Based on these stromal signatures, the eCCA tumors were categorized into three classes: proliferative Group 1 "
11983802,Single-cell transcriptomic analysis reveals prognosis-related stromal signatures that potentiate stratification of patients with extrahepatic cholangiocarcinoma.,exact_alias,exact_alias_non_escc_or_review_context,"these stromal signatures, the eCCA tumors were categorized into three classes: proliferative Group 1 with enrichment of MKI67 + HPLC, inflammatory and fibrotic Group 2 with enrichment of TPSD1 + C2- MC, FOXP3 + Treg and TMEM158 + C3-Fb, and neuronal Group 3 with enrichment of SLIT2 + Sch and CTSG + C3-MC. ECCA patients in Group 3 had a better prognosis when compared to Group 1 and 2, reflecting different impact of stromal subtypes on tu"
11983802,Single-cell transcriptomic analysis reveals prognosis-related stromal signatures that potentiate stratification of patients with extrahepatic cholangiocarcinoma.,exact_alias,exact_alias_non_escc_or_review_context," the two groups, and the log-rank test was performed to compare the differences between the two curves. Stratification of eCCA patients We calculated the GSVA scores of the cell specific signature genes of MKI67 + HPLC, TMEM158 + C3-Fb, FOXP3 + Treg, SLIT2 + Sch, TPSD1 + C2-MC and CTSG + C3-MC for 43 eCCA patients. The patients were clustered into 3 groups by hclust function in R with the ward.D2 method. Statistical analysis Comparisons"
11983802,Single-cell transcriptomic analysis reveals prognosis-related stromal signatures that potentiate stratification of patients with extrahepatic cholangiocarcinoma.,exact_alias,exact_alias_non_escc_or_review_context,"e.g., H2AFV , RRM2 , CLSPN , CCNB2 , ATAD5 , STMN1 ) were associated with poor prognosis in patients with eCCA (Fig. 2 j, Supplementary Fig. S6 f), which might be caused by the immunosuppressive activity of these cells. TMEM158 + inflammatory cancer-associated fibroblasts (CAF) contribute to poor survival CAFs are composed of several cell subpopulations, which have important impacts on tumor progression and therapeutic outcome [ 19 – 21"
11983802,Single-cell transcriptomic analysis reveals prognosis-related stromal signatures that potentiate stratification of patients with extrahepatic cholangiocarcinoma.,exact_alias,exact_alias_non_escc_or_review_context,"pulations, which have important impacts on tumor progression and therapeutic outcome [ 19 – 21 ]. In this study, fibroblasts in eCCA were reclustered into five subclusters ( FBLN1 + C0-Fb, TAGLN + C1-Fb, STEAP4 + C2-Fb, TMEM158 + C3-Fb, CDH19 + C4-Fb) (Fig. 3 a, b). Fibroblasts could be classified into myofibroblastic CAFs (mCAFs, TAGLN + C1-Fb, STEAP4 + C2-Fb), inflammatory CAFs ( FBLN1 + C0-Fb, TMEM158 + C3-Fb) and universal CAFs ( CD"
9663988,TMEM158 expression is negatively regulated by AR signaling and associated with favorite survival outcomes in prostate cancers.,exact_alias,manual_high_priority_exact_alias_escc_context,pmc Front Oncol Front Oncol 1755 frontonco Front. Oncol. Frontiers in Oncology 2234-943X Frontiers Media SA PMC9663988 PMC9663988.1 9663988 9663988 36387246 10.3389/fonc.2022.1023455 1 Oncology Original Research TMEM158 expression is negatively regulated by AR signaling and associated with favorite survival outcomes in prostate cancers Huang Jian 1 * Liu Wang 2 Zhang Da 3 Lin Biyun 1 Li Benyi 2 3 * 1 Center for Pathological Diag
9663988,TMEM158 expression is negatively regulated by AR signaling and associated with favorite survival outcomes in prostate cancers.,exact_alias,manual_high_priority_exact_alias_escc_context,"hat the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms. Background Membrane protein TMEM158 was initially reported as a Ras-induced gene during senescence and has been implicated as either an oncogenic factor or tumor suppressor, depending on tumor types. It is unknown if TMEM158 expression is altered i"
9663988,TMEM158 expression is negatively regulated by AR signaling and associated with favorite survival outcomes in prostate cancers.,exact_alias,manual_high_priority_exact_alias_escc_context,"s. Background Membrane protein TMEM158 was initially reported as a Ras-induced gene during senescence and has been implicated as either an oncogenic factor or tumor suppressor, depending on tumor types. It is unknown if TMEM158 expression is altered in prostate cancers. Methods Multiple public gene expression datasets from RNA-seq and cDNA microarray assays were utilized to analyze candidate gene expression profiles. TMEM158 protein exp"
9663988,TMEM158 expression is negatively regulated by AR signaling and associated with favorite survival outcomes in prostate cancers.,exact_alias,manual_high_priority_exact_alias_escc_context,. It is unknown if TMEM158 expression is altered in prostate cancers. Methods Multiple public gene expression datasets from RNA-seq and cDNA microarray assays were utilized to analyze candidate gene expression profiles. TMEM158 protein expression was assessed using an immunohistochemistry approach on a tissue section array from benign and malignant prostate tissues. Comparisons of gene expression profiles were conducted using the bioinf
9663988,TMEM158 expression is negatively regulated by AR signaling and associated with favorite survival outcomes in prostate cancers.,exact_alias,manual_high_priority_exact_alias_escc_context,rray from benign and malignant prostate tissues. Comparisons of gene expression profiles were conducted using the bioinformatics software R package. Results COX regression-based screening identified the membrane protein TMEM158 gene as negatively associated with disease-specific and progression-free survival in prostate cancer patients. Gene expression at the mRNA and protein levels revealed that TMEM158 expression was significantly red
11120281,Transcription factor EHF interacting with coactivator AJUBA aggravates malignancy and acts as a therapeutic target for gastroesophageal adenocarcinoma.,exact_alias,exact_alias_and_escc_in_same_article_not_near," in the KRAS signaling pathway were first examined by qRT-PCR following siRNA targeting of EHF or AJUBA in AGS and OE33 cells. Among the candidate downregulated genes in the RNA-seq data, eight genes (KRAS, DUSP6, LAT2, TMEM158, AMMECR1, TRAF1, CROT and F2RL1) were confirmed by qRT‒PCR ( Fig. 5E‒ G). Then, immunoblotting verified that the protein expression levels of these eight genes were also downregulated ( Fig. 5 H, I). Furthermore,"
11940884,Cross-Talk Between Cancer and Its Cellular Environment-A Role in Cancer Progression.,exact_alias,exact_alias_and_escc_in_same_article_not_near,"ant in vascularization and angiogenesis, and collagen COL18A1, involved in the regulation of angiogenesis. tCAFs show increased expression of genes related to proliferation, migration and metastasis such as PDPN , MME , TMEM158 and NDRG1 , and genes related to stress response such ENO1 and GAPDH . These cells also show high levels of membrane metalloproteinase (MME), TMEM158, an indicator of Ras pathway activation, and VEGFA, which prom"
11940884,Cross-Talk Between Cancer and Its Cellular Environment-A Role in Cancer Progression.,exact_alias,exact_alias_and_escc_in_same_article_not_near,"lated to proliferation, migration and metastasis such as PDPN , MME , TMEM158 and NDRG1 , and genes related to stress response such ENO1 and GAPDH . These cells also show high levels of membrane metalloproteinase (MME), TMEM158, an indicator of Ras pathway activation, and VEGFA, which promotes angiogenesis and vascularization. The name of these cells is related to the fact that their gene expression resembles that of tumor cells. CAFs w"
11940884,Cross-Talk Between Cancer and Its Cellular Environment-A Role in Cancer Progression.,exact_alias,exact_alias_and_escc_in_same_article_not_near,"2, CFD, LMNA, DPT, HAS1, HAS2, AGTR1, PLA2G2A Inflammatory cytokines secretion, immune cell recruitment, tumor-promoting inflammation vascular CAFs (vCAFs) NOTCH3, COL18A1 Angiogenesis tumor-like CAFs (tCAFs) PDPN, MME, TMEM158, NDRG1, ENO1, GAPDH, VEGFA Tumor growth, metabolic support, immune evasion heat shock protein tumor-like CAFs (hsptCAFs) HSPH1, HSP90AA1, PDPN, MME, TMEM158, NDRG1, ENO1, GAPDH, VEGFA, TGF-β, KRAS, MTORC1 Stress "
11940884,Cross-Talk Between Cancer and Its Cellular Environment-A Role in Cancer Progression.,exact_alias,exact_alias_and_escc_in_same_article_not_near,"OTCH3, COL18A1 Angiogenesis tumor-like CAFs (tCAFs) PDPN, MME, TMEM158, NDRG1, ENO1, GAPDH, VEGFA Tumor growth, metabolic support, immune evasion heat shock protein tumor-like CAFs (hsptCAFs) HSPH1, HSP90AA1, PDPN, MME, TMEM158, NDRG1, ENO1, GAPDH, VEGFA, TGF-β, KRAS, MTORC1 Stress response, therapy resistance, tumor survival interferon-responsive CAFs (ifnCAFs) IL-32, CXCL9, CXCL10, CXCL11, IDO1, TAT5, TNF-α, IL-6, KRAS Immune signalin"
11491687,CH25H Promotes Autophagy and Regulates the Malignant Progression of Laryngeal Squamous Cell Carcinoma Through the PI3K-AKT Pathway.,exact_alias,manual_high_priority_exact_alias_escc_context,"ptosis was assessed through flow cytometry; and the cell migration and invasion were assessed through wound healing and Transwell assays. Results Through bioinformatics analysis, we screened 7 genes (CH25H, NELL2, STC2, TMEM158, ZIC2, HOXD11, and HOXD10). Ultimately, CH25H was selected for follow‐up experiments. By detecting CH25H expression in human immortalized keratinocytes (HaCaT) and LSCC cells (Tu‐686, SNU899, and AMC‐HN‐8), it wa"
11491687,CH25H Promotes Autophagy and Regulates the Malignant Progression of Laryngeal Squamous Cell Carcinoma Through the PI3K-AKT Pathway.,exact_alias,manual_high_priority_exact_alias_escc_context," were screened out accordingly. We made an intersection of genes from the turquoise module, DEGs from the TCGA‐HNSC dataset, and DEGs from the GSE51985 dataset, ultimately identifying seven key DEGs: CH25H, NELL2, STC2, TMEM158, ZIC2, HOXD11, and HOXD10 (Figure 2C ). FIGURE 2 Screening for key DEGs (A) The volcano plot showing the DEGs from the TCGA‐HNSC dataset; (B) The volcano plot showing the DEGs from the GSE51985 dataset; (C) The V"
11491687,CH25H Promotes Autophagy and Regulates the Malignant Progression of Laryngeal Squamous Cell Carcinoma Through the PI3K-AKT Pathway.,exact_alias,manual_high_priority_exact_alias_escc_context,"t differential analyses on the TCGA‐HNSC data and the GSE51985 dataset, 397 and 139 DEGs were screened out, respectively. After interesting the genes obtained from the three datasets, seven key DEGs (CH25H, NELL2, STC2, TMEM158, ZIC2, HOXD11, and HOXD10) were identified. CH25H is an oxysterol that regulates lipid metabolism and plays a variety of functions in immune responses, regulating cholesterol homeostasis, and inflammation [ 10 ]."
11491687,CH25H Promotes Autophagy and Regulates the Malignant Progression of Laryngeal Squamous Cell Carcinoma Through the PI3K-AKT Pathway.,exact_alias,manual_high_priority_exact_alias_escc_context,", gastric cancer, bone cancer, and breast cancer [ 22 ]. In addition, STC2 can promote the proliferation of pancreatic cancer cells by promoting epithelial‐mesenchymal transition (EMT) of pancreatic cancer cells [ 23 ]. TMEM158 has also been reported to affect tumor growth [ 24 ]. Studies have revealed that TMEM158 can activate the TGF‐β1 and PI3K/AKT pathways, thereby promoting the invasion of pancreatic cancer [ 25 ]. Additionally, TM"
11491687,CH25H Promotes Autophagy and Regulates the Malignant Progression of Laryngeal Squamous Cell Carcinoma Through the PI3K-AKT Pathway.,exact_alias,manual_high_priority_exact_alias_escc_context,"e proliferation of pancreatic cancer cells by promoting epithelial‐mesenchymal transition (EMT) of pancreatic cancer cells [ 23 ]. TMEM158 has also been reported to affect tumor growth [ 24 ]. Studies have revealed that TMEM158 can activate the TGF‐β1 and PI3K/AKT pathways, thereby promoting the invasion of pancreatic cancer [ 25 ]. Additionally, TMEM158 has been demonstrated to be associated with the enhancement of proliferation of gli"
9351901,The analysis of tumor-infiltrating immune cell and ceRNA networks in laryngeal squamous cell carcinoma.,exact_alias,manual_high_priority_exact_alias_escc_context," negative correlation between plasma cells and TUBB3 ( r = −0.33, P = .0013). External dataset validation also supports this result. Conclusion: In this study, we found that some key genes (SLC35C1, CLDN23, HOXB7, STC2, TMEM158, TNFRSF4, TUBB3) and immune cells (plasma cells) may correspond to the prognosis of LSCC. ceRNA networks laryngeal squamous cell carcinoma tumor-infiltrating immune cell pmc-status-qastatus 0 pmc-status-live yes "
9351901,The analysis of tumor-infiltrating immune cell and ceRNA networks in laryngeal squamous cell carcinoma.,exact_alias,manual_high_priority_exact_alias_escc_context,"rrelation between key RNAs and prognosis-related immune cells, we performed a Pearson correlation analysis (Fig. 9 ). The results showed significant correlations between SLC35C1 and CLDN23( R = 0.36, P < .001), STC2 and TMEM158( R = 0.53, P < .001), and TUBB3 and plasma cells ( R = −0.33, P = .0013). Further co-expression analysis also revealed a significant positive correlation between SLC35C1 and CLDN23, STC2 and TMEM158, and a signif"
9351901,The analysis of tumor-infiltrating immune cell and ceRNA networks in laryngeal squamous cell carcinoma.,exact_alias,manual_high_priority_exact_alias_escc_context," P < .001), STC2 and TMEM158( R = 0.53, P < .001), and TUBB3 and plasma cells ( R = −0.33, P = .0013). Further co-expression analysis also revealed a significant positive correlation between SLC35C1 and CLDN23, STC2 and TMEM158, and a significant negative correlation between TUBB3 and plasma cells. Figure 9. (A) Correlation analysis between key members of ceRNA network and key members of immune cells. (B) Scatter plot of the correlation"
9351901,The analysis of tumor-infiltrating immune cell and ceRNA networks in laryngeal squamous cell carcinoma.,exact_alias,manual_high_priority_exact_alias_escc_context,"or that matter, it was used to verify the expression levels of 7 key genes. Admittedly, compared with normal tissues, SLC35C1, CLDN23 and TNFRSF4 were significantly downregulated in LSCC tissues ( P < .05), HOXB7, STC2, TMEM158, and TUBB3 were significantly upregulated in LSCC tissues ( P < .05, Figure 10 A). In the TCGA database, compared with normal tissues, SLC35C1 and CLDN23 were significantly downregulated in LSCC tissues (P < .05)"
9351901,The analysis of tumor-infiltrating immune cell and ceRNA networks in laryngeal squamous cell carcinoma.,exact_alias,manual_high_priority_exact_alias_escc_context,"were significantly upregulated in LSCC tissues ( P < .05, Figure 10 A). In the TCGA database, compared with normal tissues, SLC35C1 and CLDN23 were significantly downregulated in LSCC tissues (P < .05), and HOXB7, STC2, TMEM158, TNFRSF4, and TUBB3 were significantly upregulated in LSCC tissues ( P < .05, Figure 10 B). The expression level of TNFRSF4 in GEO and TCGA databases is inconsistent. According to previous studies, the expression"
